source_record_id,category,normalization_status,resume_excerpt,top_occ_candidates,top_skill_candidates,occupation_esco_id,skill_esco_id,annotator_notes
26496059,DESIGNER,partial,"GRAPHIC DESIGNER Summary Multi-talented Graphic Designer consistently motivated for success and goal driven. Skilled in Photoshop, Illustrator, Animate, Indesign, HTML and CSS. I am adaptable and driven with a strong work ethic and ability to thrive in a team-based environment. I have experience with Adobe Creative Suite, particularly with Photoshop and Illustrator, and I have a vast knowledge of typography. Skills Adobe Photoshop Adobe Premiere Pro Adobe Lightroom Adobe Illustrator Adobe Indesi","1:art director [http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b] (alt_label,0.9500) || 2:graphic designer [http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2] (fuzzy,0.9200)",,http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b,,
26579709,BANKING,success,MORTGAGE BANKING RESEARCH SPECIALIST Summary My goal is to obtain a career associated with a company where I can utilize my skills and gain further experience while enhancing the company's brand and reputation. Highlights 5+ years of Leadership as a Supervisor/Manager Customer Escalation Management Executive Office Complaint Handling & Resolution Project Management Facilities Management 10+ years of Call Center Environment Mortgage Default & Originations Loss Mitigation Non-IS Auditing Escalatio,"1:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9500) || 2:executive assistant [http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44] (fuzzy,0.9500) || 3:oil refinery control room operator [http://data.europa.eu/esco/occupation/217e7ae2-605d-4225-afd2-6319c2408116] (fuzzy,0.9200) || 4:ICT research consultant [http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31] (fuzzy,0.8527)","1:use spreadsheets software [http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be] (alt_label,0.9500) || 2:art collections [http://data.europa.eu/esco/skill/14f9a27c-d52e-4e3d-9819-e564d4ec3d71] (alt_label,0.9500)",http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be;http://data.europa.eu/esco/skill/14f9a27c-d52e-4e3d-9819-e564d4ec3d71,
26695839,HEALTHCARE,success,"COMMISSION SPECIALIST Skills BUSINESS ADMINISTRATOR Project Manager Data Entry Business Manager Performance Analyst Results-focused, goal oriented, Business/Financial analyst with extensive experience in the business, nonprofit and health care sectors. MBA graduate with a focus on project management and administration. Superior analytical and quantitative skills with proficiency in data entry, Access, Excel, Crystal Reports and various statistical software. Research & Analysis Leadership & Super","1:business lecturer [http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372] (fuzzy,0.9200) || 2:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9200) || 3:executive assistant [http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44] (fuzzy,0.9200)","1:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (exact,1.0000) || 2:blockchain consensus mechanisms [http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a] (fuzzy,0.9200) || 3:Microsoft Access [http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e] (fuzzy,0.9200) || 4:create musical forms [http://data.europa.eu/esco/skill/473fb2b2-aa6e-4905-bd27-44be72e25a09] (fuzzy,0.9200) || 5:supervise data entry [http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd] (fuzzy,0.9200) || 6:maintain data entry requirements [http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec] (fuzzy,0.9200) || 7:use online tools to collaborate [http://data.europa.eu/esco/skill/580660a6-5d3a-421d-a54f-d85b706c2b2f] (fuzzy,0.8178) || 8:R [http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b] (fuzzy,0.8178) || 9:STAF [http://data.europa.eu/esco/skill/69f0167e-75d9-46cf-847f-72a592880ebb] (fuzzy,0.8178)",http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576;http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a,
27120528,BANKING,success,"MORTGAGE BANKING DEFAULT OPERATIONS SPECIALIST II Objective Seeking a challenging position where I am able to utilize my customer service, trouble shooting, communication and problem solving skills towards growth and advancement within a prestigious company. Experience February 2015 to Current Company Name City , State Mortgage Banking Default Operations Specialist II Responds to internal inquiries from customer service specialists regarding issues such as missing documents, ordering certain thi","1:audio-visual technician [http://data.europa.eu/esco/occupation/7642cbcc-9839-47fb-b2cf-d4bb831d6c93] (exact,1.0000) || 2:corporate trainer [http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e] (exact,1.0000) || 3:service manager [http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94] (fuzzy,0.9612) || 4:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9500) || 5:loan officer [http://data.europa.eu/esco/occupation/8e185c49-704e-49c0-8584-a7e0b618f628] (fuzzy,0.9350) || 6:agronomic crop production team leader [http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93] (fuzzy,0.9200) || 7:squadron leader [http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7] (fuzzy,0.9200) || 8:packaging production manager [http://data.europa.eu/esco/occupation/8de99659-5b10-4825-ac67-0c50189bcc3c] (fuzzy,0.9200) || 9:client relations manager [http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba] (fuzzy,0.9162) || 10:video technician [http://data.europa.eu/esco/occupation/a59feab2-9bc9-4b25-97cf-995998164502] (embedding,0.6506)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:ICT networking hardware [http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff] (fuzzy,0.9200) || 3:make time-critical decisions [http://data.europa.eu/esco/skill/875217fb-fe22-4c2c-adf4-b57f2052626a] (fuzzy,0.9200) || 4:consider economic criteria in decision making [http://data.europa.eu/esco/skill/d41262ae-eca1-4ede-89a8-46d2d99a7a31] (fuzzy,0.9200) || 5:ICT help platforms [http://data.europa.eu/esco/skill/778ca7ad-6c5d-4868-9b96-a7777dca799c] (fuzzy,0.9200) || 6:carry out inventory control accuracy [http://data.europa.eu/esco/skill/53815c73-d352-4d4d-92cb-fb7020cbd8e6] (fuzzy,0.9200) || 7:participate in medical inventory control [http://data.europa.eu/esco/skill/bf2be07f-2290-4d5d-84ec-fbcf3b1001d1] (fuzzy,0.9200) || 8:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.9200) || 9:ensure quality assurance standards for vehicles [http://data.europa.eu/esco/skill/bcc663c1-176b-4137-991b-1f706299aea2] (fuzzy,0.9200) || 10:call quality assurance management [http://data.europa.eu/esco/skill/b535516b-9f8a-4c29-b6aa-a0a4561e1086] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/7642cbcc-9839-47fb-b2cf-d4bb831d6c93,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff,
27152464,ENGINEERING,partial,"QA ENGINEERING MANAGER Professional Summary Seasoned Engineering Manager with ability to build and motivate high-performing engineering team with over 14+ years of experience in cards and payments industry, committed to rapidly and efficiently completing projects by leveraging team-based frameworks to best leverage available engineering talent. Self-motivated, forward thinking mindset, solution-focused, clear communicator, decision maker and problem solver. Skills QA Engineering software experti",,"1:team building [http://data.europa.eu/esco/skill/eab3bafa-eebb-47bf-85ce-e336c5019108] (exact,1.0000) || 2:conflict management [http://data.europa.eu/esco/skill/afd49651-9119-4327-91fc-844a6dda1254] (alt_label,0.9500) || 3:think creatively [http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41] (fuzzy,0.9200) || 4:computer engineering [http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef] (fuzzy,0.9200) || 5:ICT project management methodologies [http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9] (fuzzy,0.9200) || 6:Python (computer programming) [http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d] (fuzzy,0.9200) || 7:provide training on technological business developments [http://data.europa.eu/esco/skill/4c216189-4116-4e49-9557-8360378ea717] (fuzzy,0.8762) || 8:provide training in sustainable tourism development and management [http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035] (fuzzy,0.8762)",,http://data.europa.eu/esco/skill/eab3bafa-eebb-47bf-85ce-e336c5019108;http://data.europa.eu/esco/skill/afd49651-9119-4327-91fc-844a6dda1254,
27372171,INFORMATION-TECHNOLOGY,success,"INFORMATION TECHNOLOGY SPECIALIST/SYSTEM ANALYSIS Summary I have over 10 years of professional service in Information Technology Support and Technical Operations in working with the Federal Government and private sectors. I have a broad knowledge and expertise in strategic planning, IT Business Systems, Network Operations, IT Security and System Analysis. My goal is to secure permanent employment within a outstanding organization that offer opportunities for growth and advancement, while impleme","1:cyber incident responder [http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4] (fuzzy,0.9650) || 2:ICT teacher secondary school [http://data.europa.eu/esco/occupation/0d595b87-a1fc-410c-abbe-88b92cb0d334] (fuzzy,0.9200) || 3:geographic information systems specialist [http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa] (fuzzy,0.8568)","1:strategic planning [http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2] (exact,1.0000) || 2:distributed directory information services [http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928] (alt_label,0.9500) || 3:establish an Information Security Management System [http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8] (fuzzy,0.9200) || 4:repair alarm system [http://data.europa.eu/esco/skill/fc2eea22-5bd1-4b78-aafe-4eb117c6bdd3] (fuzzy,0.9200) || 5:think creatively [http://data.europa.eu/esco/skill/c624c6a3-b0ba-4a31-a296-0d433fe47e41] (fuzzy,0.9200) || 6:ICT network simulation [http://data.europa.eu/esco/skill/f6424ebb-8401-446b-9f7e-10d7c854da02] (fuzzy,0.9200) || 7:operate tram system monitoring equipment [http://data.europa.eu/esco/skill/bbec4ed2-d4b7-4e73-847f-b8731ca97cf8] (fuzzy,0.9200) || 8:photography [http://data.europa.eu/esco/skill/38509fa4-7c06-4a4b-9622-f521f03c37b8] (fuzzy,0.9200) || 9:cinematography [http://data.europa.eu/esco/skill/eb3aa3a8-6ece-441d-9041-15dcb0880e47] (fuzzy,0.9200) || 10:ICT network security risks [http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4,http://data.europa.eu/esco/skill/949ced5f-7536-4614-ac60-563ffc91a2f2;http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928,
27490876,HR,success,"HR COORDINATOR Summary Applicant Screening, Background Checks, Benefits Administration, Compliance, Compensation, Drug Testing, EEO Inquiries, Employee Relations, Event Planning, Full-Cycle Recruitment, Interviewing, Investigations, New Hire Orientation, Performance Evaluations, Reference Checks, Policy & Procedure Administration, Training and Development, Worker's Compensation, Unemployment Claims. Accomplishments Chair, Employee Diversity Council, Kindred Healthcare (2009-2010), Employee Satis","1:human resources manager [http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77] (exact,1.0000) || 2:human resources assistant [http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd] (fuzzy,0.9500) || 3:human resources officer [http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb] (fuzzy,0.9500) || 4:talent acquisition manager [http://data.europa.eu/esco/occupation/a6e8a6bf-9209-4d19-a131-a8b6431e0f75] (fuzzy,0.9500) || 5:natural resources consultant [http://data.europa.eu/esco/occupation/fab474ea-a4a9-4c11-9548-1d50ad594a34] (fuzzy,0.9200)","1:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (exact,1.0000) || 2:team building [http://data.europa.eu/esco/skill/eab3bafa-eebb-47bf-85ce-e336c5019108] (exact,1.0000) || 3:human resource management [http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba] (alt_label,0.9500) || 4:personnel management [http://data.europa.eu/esco/skill/88b406d0-72e2-4087-be19-d5992d259473] (fuzzy,0.9200) || 5:identify necessary human resources [http://data.europa.eu/esco/skill/b22e46d7-1c5f-4837-943f-7f75531acc26] (fuzzy,0.9200) || 6:accurately estimate work hours [http://data.europa.eu/esco/skill/bd556223-d9af-434b-a6bf-e70fa3ed3d12] (fuzzy,0.9200) || 7:manage truck drivers [http://data.europa.eu/esco/skill/148ee840-2b81-44e5-914c-4c19ed1649ea] (fuzzy,0.9200) || 8:conduct performance tests [http://data.europa.eu/esco/skill/bbd57056-80e0-45bb-a2c1-658ed99a1251] (fuzzy,0.8178)",http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576;http://data.europa.eu/esco/skill/eab3bafa-eebb-47bf-85ce-e336c5019108,
27523575,HR,success,"HR ASSOCIATE Summary Innovative and artistic professional with 6 years in the fashion industry, and an Energetic Recruiter who is self-motivated and results-driven with strong communication, analytical, problem solving and reasoning skills. Highlights Trend and emerging brand awareness Detail-oriented Apparel styling techniques Superior communication skills Strong creative design skills Self-motivated professional Superb attention to detail Hiring and retention Training and development Recruitin","1:administrative assistant [http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652] (exact,1.0000) || 2:sales support assistant [http://data.europa.eu/esco/occupation/5c1eba1e-7820-4287-9746-4c5906320100] (alt_label,0.9650) || 3:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (alt_label,0.9500) || 4:statistical assistant [http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825] (alt_label,0.9500) || 5:human resources assistant [http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd] (fuzzy,0.9500) || 6:human resources officer [http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb] (fuzzy,0.9500) || 7:talent acquisition manager [http://data.europa.eu/esco/occupation/a6e8a6bf-9209-4d19-a131-a8b6431e0f75] (fuzzy,0.9500) || 8:airline transport pilot [http://data.europa.eu/esco/occupation/522c55ca-ee4a-407d-9fc6-f810c5266523] (fuzzy,0.9200) || 9:commercial pilot [http://data.europa.eu/esco/occupation/523ab5a0-5e72-418d-9d61-a6126a446123] (fuzzy,0.9200)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:blockchain consensus mechanisms [http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a] (alt_label,0.9500) || 3:solve problems [http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869] (fuzzy,0.9200) || 4:apply problem solving in social service [http://data.europa.eu/esco/skill/30d49832-84bd-4d97-9441-aef97a76a8d0] (fuzzy,0.9200) || 5:identify necessary human resources [http://data.europa.eu/esco/skill/b22e46d7-1c5f-4837-943f-7f75531acc26] (fuzzy,0.9200) || 6:accurately estimate work hours [http://data.europa.eu/esco/skill/bd556223-d9af-434b-a6bf-e70fa3ed3d12] (fuzzy,0.9200) || 7:manage time in casting processes [http://data.europa.eu/esco/skill/52f53839-858c-482d-a9cb-c2f40dd1c506] (fuzzy,0.9200) || 8:manage time in tourism [http://data.europa.eu/esco/skill/86ffa56b-12f5-4dcd-8afd-9251fbb6b496] (fuzzy,0.9200) || 9:think critically [http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9] (fuzzy,0.9200) || 10:use clinical reasoning [http://data.europa.eu/esco/skill/87a708d8-a14d-42ce-8f03-c8a199f999d5] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a,
27558837,ACCOUNTANT,success,"STAFF ACCOUNTANT Experience August 2013 to Current Company Name - City , State Accounting Manger Report to CFO Manages 4 colleagues. The accounting department consists of 2 Accounting Clerks, 1 Financial Analyst, and 1 Volunteer. Lead person for all aspects of close, including preparing and entering 30 journal entries and preparation of 35 balance sheet reconciliations. Developed new and easier ways of doing journal entries for month end process, using Microsoft Excel. Have reduced journal entry","1:accountant [http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897] (exact,1.0000) || 2:financial controller [http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd] (alt_label,0.9800) || 3:accounting manager [http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b] (embedding_b1,0.7000)","1:accounting [http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b] (exact,1.0000) || 2:data mining [http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180] (exact,1.0000) || 3:financial statements [http://data.europa.eu/esco/skill/4a460161-eaea-4fe2-bd0e-164ccc635be1] (exact,1.0000) || 4:Microsoft Access [http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e] (exact,1.0000) || 5:database management systems [http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f] (alt_label,0.9500) || 6:perform balance sheet operations [http://data.europa.eu/esco/skill/585ed991-fdab-4f3c-9187-a32bfb7ab822] (fuzzy,0.9200) || 7:manage a healthcare unit budget [http://data.europa.eu/esco/skill/072a702d-70c3-4959-91c7-85e69d143894] (fuzzy,0.9200) || 8:use spreadsheets software [http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be] (fuzzy,0.9200) || 9:financial analysis [http://data.europa.eu/esco/skill/99571e68-801f-49af-a897-5f75996642e1] (fuzzy,0.8411) || 10:human resource management [http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba] (fuzzy,0.8000)",http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b;http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,
27662298,CHEF,success,"EXECUTIVE SOUS CHEF Summary Dynamic, resourceful and skilled Executive Head Chef with 25 years of success in fine dining, casual dining and catering. Skills Staff development and training Inventory control ServSafe certified Operations management Follows propers SOP's of all organizations Focused and disciplined Cross-functional team management High volume production capability Well-tuned palette Supervision and training Focus on portion and cost control Bilingual (English/Spanish) Featured in T","1:chef [http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588] (exact,1.0000) || 2:cook [http://data.europa.eu/esco/occupation/90f75f67-495d-49fa-ab57-2f320e251d7e] (exact,1.0000) || 3:head chef [http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0] (alt_label,0.9500)","1:English [http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0] (exact,1.0000) || 2:operations management [http://data.europa.eu/esco/skill/2d140a3a-45a6-4248-80dd-b3760ebc9cc6] (exact,1.0000) || 3:Spanish [http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7] (exact,1.0000) || 4:provide staff training in warehouse management [http://data.europa.eu/esco/skill/7ace7312-2775-4bfc-9705-3416a9f7b35b] (fuzzy,0.9200) || 5:coordinate transport staff training [http://data.europa.eu/esco/skill/dd3518ef-691b-4f98-8fe1-52b79edd4b25] (fuzzy,0.9200) || 6:inventory management rules [http://data.europa.eu/esco/skill/5aaf2780-04d7-4bbf-8b06-af36eafe8eba] (fuzzy,0.9200) || 7:manage vehicle inventory [http://data.europa.eu/esco/skill/db4f4689-8540-4577-bdfe-acecf2f31ec2] (fuzzy,0.9200) || 8:carry out inventory control accuracy [http://data.europa.eu/esco/skill/53815c73-d352-4d4d-92cb-fb7020cbd8e6] (fuzzy,0.9200) || 9:participate in medical inventory control [http://data.europa.eu/esco/skill/bf2be07f-2290-4d5d-84ec-fbcf3b1001d1] (fuzzy,0.9200) || 10:lead the dental team [http://data.europa.eu/esco/skill/06ec0ecb-87fc-47a4-8348-81df2470ff3d] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0;http://data.europa.eu/esco/skill/2d140a3a-45a6-4248-80dd-b3760ebc9cc6,
27689009,AGRICULTURE,failed,"DETECTIVE Summary Law Enforcement professional with 24 years experience investigating insurance fraud, to include, health care provider/billing fraud, disability, workers' compensation and premium fraud, property & casualty fraud and staged automobile collisions. Knowledgeable in related crimes such as tax evasion, grand theft, identity theft, mail fraud, arson, and Medi-Cal/Medicare fraud. Intricately connected to the insurance industry and allied law enforcement agencies in the pursuit to comb",,,,,
27909372,CHEF,success,"CHEF ASSISTANT Core Qualifications MS Word (advance), MS Excel (intermediate), PowerPoint (intermediate), Mac OS Education and Training May 2017 Bachelor of Science : Hospitality and Tourism Management Uni versity of Massachusetts － City , State Hospitality and Tourism Management 3.99 4.0 Dean's List: All Semesters Work Experience 09/2016 to Current Chef Assistant Company Name － City , State Ensure cleanliness of kitchen work stations and operate dish washing machinery. Assist chef in preparatio","1:chef [http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588] (exact,1.0000) || 2:cook [http://data.europa.eu/esco/occupation/90f75f67-495d-49fa-ab57-2f320e251d7e] (exact,1.0000) || 3:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9800) || 4:sales support assistant [http://data.europa.eu/esco/occupation/5c1eba1e-7820-4287-9746-4c5906320100] (alt_label,0.9650)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:public relations [http://data.europa.eu/esco/skill/5330b70e-16f5-43a7-a6de-18fd6a4bd063] (exact,1.0000) || 3:use spreadsheets software [http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be] (alt_label,0.9500) || 4:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/5330b70e-16f5-43a7-a6de-18fd6a4bd063,
28020046,AVIATION,success,"PRODUCTION EXCELLENCE SPECIALIST Summary Results-driven, skilled Quality Specialist focused on achieving success and increased productivity through improvements in quality, safety, operations, and administration. Knowledge and expertise in quality control, quality assurance, lean management, Six Sigma, and techniques and methods for improving the efficiency process of an organizations quality procedure. Highly motivated with the aptitude and tenacity to resolve challenging issues, and work produ","1:metal production manager [http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d] (fuzzy,0.9200) || 2:mine manager [http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada] (fuzzy,0.9200) || 3:financial auditor [http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21] (fuzzy,0.9200) || 4:accountant [http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897] (fuzzy,0.9200) || 5:consumer electronics repair technician [http://data.europa.eu/esco/occupation/f8ab2e08-d14e-4938-a2cd-c04821556db7] (fuzzy,0.9200)","1:use spreadsheets software [http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be] (alt_label,0.9500) || 2:Microsoft Access [http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be;http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,
28035460,INFORMATION-TECHNOLOGY,success,"INFORMATION TECHNOLOGY SPECIALIST Experience Information Technology Specialist , 08/2015 to 05/2020 Company Name – State Build, implement or support electronic health records and other systems that store patient's data. Assisted in network management and software development. Took periodic review of set standards and database. Principal Chemical Engineer / Information Technology Specialist , 10/2005 to 06/2015 National Board for Technology Incubation, Abuja Nigeria (Federal Ministry of Science a","1:cyber incident responder [http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4] (fuzzy,0.9650) || 2:ICT teacher secondary school [http://data.europa.eu/esco/occupation/0d595b87-a1fc-410c-abbe-88b92cb0d334] (fuzzy,0.9200)","1:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (exact,1.0000) || 2:troubleshoot [http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40] (exact,1.0000) || 3:cyber security [http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44] (alt_label,0.9500) || 4:risk identification [http://data.europa.eu/esco/skill/8744f28f-59a9-45af-8ef6-6944cb5a1473] (alt_label,0.9500) || 5:communication [http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7] (fuzzy,0.9200) || 6:use electronic health records in nursing [http://data.europa.eu/esco/skill/a46743b7-ff8c-49b6-99f7-7fa5bc241771] (fuzzy,0.9200) || 7:use electronic health records management system [http://data.europa.eu/esco/skill/53141450-2fa9-4890-a64e-7ffd4e1144be] (fuzzy,0.9200) || 8:adapt developed game to the market [http://data.europa.eu/esco/skill/ea876ec3-4382-478c-b8b3-600c6b23ae85] (fuzzy,0.9200) || 9:network management system tools [http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae] (fuzzy,0.9200) || 10:solve problems [http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576;http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,
