source_record_id,category,normalization_status,resume_excerpt,top_occ_candidates,top_skill_candidates,occupation_esco_id,skill_esco_id,annotator_notes
25846894,ACCOUNTANT,success,"ACCOUNTANT Skills Timberline, MRI, YARDI, Peachtree, Peoplesoft, OneSite, QuickBooks Microsoft Word and Excel Experience 07/2014 to Current ACCOUNTANT Company Name － City , State I am an experienced and goal-oriented Accountant with a demonstrated track record in preparation and analysis of financial reports to summarize and forecast financial position. Independent contributor committed to superior quality, teamwork and proficient internal and external customer service. An Accountant experienced","1:accountant [http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897] (exact,1.0000) || 2:accounting manager [http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b] (exact,1.0000) || 3:financial controller [http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd] (alt_label,0.9500) || 4:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9200) || 5:passenger fare controller [http://data.europa.eu/esco/occupation/7720f392-6ea0-4455-a805-7b7eef38a709] (fuzzy,0.9200)","1:accounting [http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b] (exact,1.0000) || 2:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 3:database management systems [http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f] (alt_label,0.9500) || 4:augmented reality [http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290] (alt_label,0.9500) || 5:use accounting systems [http://data.europa.eu/esco/skill/a0d79341-8398-4019-ad1b-27888ec35aaa] (fuzzy,0.9200) || 6:perform balance sheet operations [http://data.europa.eu/esco/skill/585ed991-fdab-4f3c-9187-a32bfb7ab822] (fuzzy,0.9200) || 7:analyse business plans [http://data.europa.eu/esco/skill/5da3c765-10a3-49eb-934c-ec401ceb1a34] (fuzzy,0.9200) || 8:develop aquaculture hatchery business plan [http://data.europa.eu/esco/skill/0c8f5f32-a286-4f88-b9e9-d7e7f3a3684b] (fuzzy,0.9200) || 9:handle cash flow [http://data.europa.eu/esco/skill/e4b6f863-fa9f-4fe7-a984-f948f8c90d24] (fuzzy,0.9200) || 10:manage cash transportation [http://data.europa.eu/esco/skill/fecc4fba-8f4b-4fde-846e-045d9889aa76] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b;http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,
26503829,DESIGNER,success,"SENIOR TECHNICAL DESIGNER Summary Product Developer/Technical Designer with strengths in apparel, handbags and jewelry. I have an extensive knowledge of materials, manufacturing and quality assurance. Dynamic product engineer highly skilled in creative problem solving with exceptional collaborative and interpersonal skills, who illustrates sophisticated expertise in a variety of innovative approaches, to design, prototype and test creative products, services and experiences. I thrive working wit","1:art director [http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b] (alt_label,0.9500) || 2:footwear designer [http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184] (fuzzy,0.8716)","1:Adobe Illustrator [http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326] (exact,1.0000) || 2:use word processing software [http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330] (fuzzy,0.9200) || 3:develop new confectionery products [http://data.europa.eu/esco/skill/f8ffa9a2-ee74-4e86-a7e3-8a90999c606c] (fuzzy,0.9200) || 4:participate in the development of new food products [http://data.europa.eu/esco/skill/76437256-e318-4b8b-af67-32bdae072b17] (fuzzy,0.9200) || 5:develop new bakery products [http://data.europa.eu/esco/skill/4170dc71-def4-41be-9001-43fcb3ea1c29] (fuzzy,0.9200) || 6:ensure quality assurance standards for vehicles [http://data.europa.eu/esco/skill/bcc663c1-176b-4137-991b-1f706299aea2] (fuzzy,0.9200) || 7:call quality assurance management [http://data.europa.eu/esco/skill/b535516b-9f8a-4c29-b6aa-a0a4561e1086] (fuzzy,0.9200) || 8:insourcing strategy [http://data.europa.eu/esco/skill/eff1bb34-b454-4482-8c29-65f820619f3c] (fuzzy,0.8689) || 9:outsourcing strategy [http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2] (fuzzy,0.8454)",http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326;http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,
26835781,AGRICULTURE,success,"BEHAVIORAL INTERVENTIONIST Summary Personable education professional driven to inspire students to achieve personal and academic success. Highlights Experience Company Name City , State Behavioral Interventionist 01/2010 to Current Demonstrate knowledge of growth & development as it relates to pediatric and adolescent populations. Establish a positive rapport with clients to help resolve social, personal, and academic issues. Utilize therapeutic listening skills in all client contacts to assist ","1:assistant lecturer [http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048] (fuzzy,0.9200) || 2:higher education lecturer [http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923] (fuzzy,0.9200)","1:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,
26994282,SALES,success,SALES Professional Summary Talented Construction Manager with more than twenty years of success on various projects as an Independent Contractor. Solid experience managing all levels of small to large scale projects. Extensive experience in the preparation of complete cost estimation. Accomplished in completing project on time at or under budget. Strong leadership and relationship building skills by providing clear direction and explanation of plans and contract terms. Meticulous work. Proficien,"1:plumber [http://data.europa.eu/esco/occupation/ed3cf43d-c2c1-4c46-82fc-1375e27e0290] (exact,1.0000) || 2:pipe welder [http://data.europa.eu/esco/occupation/2ff73126-7aff-4233-9d9c-d8725e1c6822] (alt_label,0.9500) || 3:sales account manager [http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d] (fuzzy,0.9500) || 4:bank manager [http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce] (fuzzy,0.9200) || 5:business analyst [http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed] (fuzzy,0.9200) || 6:telecommunications engineer [http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2] (fuzzy,0.9200) || 7:construction engineer [http://data.europa.eu/esco/occupation/2a914d26-42aa-46b5-acf3-097d51ba4617] (fuzzy,0.9200)","1:blueprints [http://data.europa.eu/esco/skill/d1072655-88ce-4445-8803-e6273da273e7] (exact,1.0000) || 2:troubleshoot [http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40] (alt_label,0.9500) || 3:read standard blueprints [http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7] (fuzzy,0.9200) || 4:communication [http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7] (fuzzy,0.9200) || 5:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (fuzzy,0.9200) || 6:improve chemical processes [http://data.europa.eu/esco/skill/451c8010-7dbb-4f96-b4d4-0955766d9eff] (fuzzy,0.9200) || 7:monitor airspace planning [http://data.europa.eu/esco/skill/bee49a2e-a6e2-48ea-8a65-defca72505dd] (fuzzy,0.9200) || 8:oversee quality control [http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398] (fuzzy,0.9200) || 9:oversee stock quality control [http://data.europa.eu/esco/skill/7a6f50a7-d876-461a-8336-f85a01af4c5f] (fuzzy,0.9200) || 10:consumer law [http://data.europa.eu/esco/skill/947e6a15-5539-43e2-b62f-6a52fd57e0a0] (fuzzy,0.8454)",http://data.europa.eu/esco/occupation/ed3cf43d-c2c1-4c46-82fc-1375e27e0290,http://data.europa.eu/esco/skill/d1072655-88ce-4445-8803-e6273da273e7;http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,
27770859,INFORMATION-TECHNOLOGY,success,"INFORMATION TECHNOLOGY ADMINISTRATOR Professional Profile I am a jack of all trades IT guy at one of the premier intellectual property law schools in the world, whose job description and responsibilities continue to evolve with the ever-changing opportunities that new technology provides. Extremely self-motivated, detail oriented, and organized, I thrive most when presented with opportunities to creatively solve new and interesting challenges. Qualifications Systems administration Strong verbal ","1:cyber incident responder [http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4] (fuzzy,0.9650) || 2:ICT teacher secondary school [http://data.europa.eu/esco/occupation/0d595b87-a1fc-410c-abbe-88b92cb0d334] (fuzzy,0.9200) || 3:video and motion picture director [http://data.europa.eu/esco/occupation/1a7fb683-6544-4442-b54c-ec72ef468ff0] (fuzzy,0.9200) || 4:sport facility manager [http://data.europa.eu/esco/occupation/825ab049-2f0c-4acf-b402-9c6bb51acca2] (fuzzy,0.9200) || 5:computer hardware repair technician [http://data.europa.eu/esco/occupation/b7aa4b4e-dbb6-4f58-b36c-35b9a7267972] (fuzzy,0.9200) || 6:consumer electronics repair technician [http://data.europa.eu/esco/occupation/f8ab2e08-d14e-4938-a2cd-c04821556db7] (fuzzy,0.9200) || 7:cook [http://data.europa.eu/esco/occupation/90f75f67-495d-49fa-ab57-2f320e251d7e] (fuzzy,0.9200)","1:MySQL [http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f] (exact,1.0000) || 2:PHP [http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f] (exact,1.0000) || 3:LDAP [http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08] (exact,1.0000) || 4:Android (mobile operating systems) [http://data.europa.eu/esco/skill/d8829a1d-dbde-435b-b921-29d6462f35c9] (alt_label,0.9500) || 5:ICT encryption [http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a] (alt_label,0.9500) || 6:domain name service [http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e] (alt_label,0.9500) || 7:distributed directory information services [http://data.europa.eu/esco/skill/d1e954cd-d290-4d80-97c0-7969960d2928] (fuzzy,0.9200) || 8:iOS [http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc] (fuzzy,0.9200) || 9:operating systems [http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272] (fuzzy,0.9200) || 10:Drupal [http://data.europa.eu/esco/skill/1de3942b-99d8-41e8-9ef0-fbc9e9f6307b] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4,http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f;http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,
28419173,HR,success,"HR ASSISTANT Professional Profile Skilled Program Coordinator bringing extensive background in technology and business process. Organized, resourceful and detail-oriented with exceptional planning and decision-making abilities. Qualifications Human resources understanding Scheduling proficiency Market research proficiency Report generation Critical thinking Eye for detail Self-directed nature Analytical problem solving Contracts Social media and networks Microsoft Office Suite PowerPoint Excepti","1:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9650) || 2:human resources assistant [http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd] (fuzzy,0.9200) || 3:human resources officer [http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb] (fuzzy,0.9200) || 4:talent acquisition manager [http://data.europa.eu/esco/occupation/a6e8a6bf-9209-4d19-a131-a8b6431e0f75] (fuzzy,0.9200) || 5:office manager [http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69] (fuzzy,0.9200)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (alt_label,0.9500) || 2:implement anti-virus software [http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4] (fuzzy,0.9200) || 3:protect ICT devices [http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e] (fuzzy,0.9200) || 4:communication [http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7] (fuzzy,0.9200) || 5:ICT help platforms [http://data.europa.eu/esco/skill/778ca7ad-6c5d-4868-9b96-a7777dca799c] (fuzzy,0.9200) || 6:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (fuzzy,0.9200) || 7:use word processing software [http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330] (fuzzy,0.9200) || 8:solve problems [http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869] (fuzzy,0.9200) || 9:apply problem solving in social service [http://data.europa.eu/esco/skill/30d49832-84bd-4d97-9441-aef97a76a8d0] (fuzzy,0.9200) || 10:organise travel arrangements for staff [http://data.europa.eu/esco/skill/382ed835-8958-4d86-8471-cff55c6df3e7] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4,
28969385,ACCOUNTANT,success,"VOLUNTEER ACCOUNTANT Summary CPA candidate with 15+ years of strong financial accounting and audit experience and knowledge of Internal Control, Enterprise Risk Management and GL, PL, BS reconciliations, work papers, cost, cash control, AP and AR on different accounting software's. Participated in the coordination of financial planning and budget management functions Monitored and analyzed monthly operating results against budget Managed preparation of the official annual report of actual revenu","1:accountant [http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897] (exact,1.0000) || 2:financial controller [http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd] (alt_label,0.9500)","1:accounting [http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b] (fuzzy,0.9200) || 2:database management systems [http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f] (fuzzy,0.9200) || 3:R [http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b] (fuzzy,0.8178) || 4:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.8178) || 5:use word processing software [http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330] (fuzzy,0.7957)",http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b;http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,
29002596,DIGITAL-MEDIA,partial,"DIRECTOR, GLOBAL DIGITAL MARKETING Executive Profile Results oriented leader with extensive B-B marketing and technical experience leading global cross-functional teams delivering innovation, and profitable measurable results while fostering a collaborative team focused culture. Passionate in championing creation of digital and content marketing strategies and practices. Proven record of success in influencing and driving change while delivering business results in unexpected and cutting edge wa","1:ICT network technician [http://data.europa.eu/esco/occupation/64c7d461-152c-477f-a8e2-c2c537e9d617] (alt_label,0.9500) || 2:marketing manager [http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c] (fuzzy,0.9200) || 3:accounting manager [http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b] (fuzzy,0.9200) || 4:financial manager [http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f] (fuzzy,0.9200) || 5:department store manager [http://data.europa.eu/esco/occupation/7dec82e0-3bfc-4c48-812d-c2095bfe05bb] (fuzzy,0.9200) || 6:sales account manager [http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d] (fuzzy,0.9200) || 7:product manager [http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890] (fuzzy,0.9200) || 8:product assembly inspector [http://data.europa.eu/esco/occupation/753939ad-b03e-47cd-913b-56f30b5ae8fc] (fuzzy,0.9200) || 9:advertising manager [http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432] (fuzzy,0.8912) || 10:public relations manager [http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2] (fuzzy,0.8533)",,http://data.europa.eu/esco/occupation/64c7d461-152c-477f-a8e2-c2c537e9d617,,
35172961,ENGINEERING,success,"PROCESS ENGINEERING INTERN Profile PhD cleanroom expert looking for an opportunity to work as a full- time module/process engineer in Lam Research Experience working in both a research cleanroom facility and a semiconductor fab. Hands on experience with fabrication methods such as plasma etching, photolithography, wet etch processing, and PVD Well understanding of Statistical Process Control (SPC) and Design of Experiments (DOE) Professional Experience Process Engineering Intern June 2014 to Aug","1:agricultural technician [http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8] (fuzzy,0.9200) || 2:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9200) || 3:research and development manager [http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440] (fuzzy,0.9200) || 4:legislative drafter [http://data.europa.eu/esco/occupation/7b89d3e0-c6fb-4c95-bf0d-3b4acf05f9d6] (fuzzy,0.9200)","1:fibre optics [http://data.europa.eu/esco/skill/fdfa3dcb-b8f0-454f-a659-64c66dc6b6a2] (alt_label,0.9500)",http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8,http://data.europa.eu/esco/skill/fdfa3dcb-b8f0-454f-a659-64c66dc6b6a2,
36094883,APPAREL,success,"ADJUNCT INSTRUCTOR, VOLUNTEER CAREER ADVISER Professional Summary Administrative professional with extensive experience in academia, sales, customer service in a number of venues. Highly competent in persuasive customer communication as particularly evidenced in the six years of serving as an on-line sales consultant and business owner. Desires a position in customer service where compelling communication plays a strong role. Core Qualifications Results-oriented Excel in all areas of customer se","1:secretary [http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba] (fuzzy,0.9200) || 2:receptionist [http://data.europa.eu/esco/occupation/f7b04542-d8c7-42db-8475-e63b507cce82] (fuzzy,0.9200) || 3:video and motion picture director [http://data.europa.eu/esco/occupation/1a7fb683-6544-4442-b54c-ec72ef468ff0] (fuzzy,0.9200) || 4:sport facility manager [http://data.europa.eu/esco/occupation/825ab049-2f0c-4acf-b402-9c6bb51acca2] (fuzzy,0.9200) || 5:assistant lecturer [http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048] (fuzzy,0.9200)","1:implement marketing strategies [http://data.europa.eu/esco/skill/13e2378e-0d10-450d-843a-b3592575826e] (fuzzy,0.9200) || 2:collaborate in the development of marketing strategies [http://data.europa.eu/esco/skill/b679ef35-eebf-4da8-8e45-fee6841c3214] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba,http://data.europa.eu/esco/skill/13e2378e-0d10-450d-843a-b3592575826e;http://data.europa.eu/esco/skill/b679ef35-eebf-4da8-8e45-fee6841c3214,
36170003,BUSINESS-DEVELOPMENT,partial,BUSINESS DEVELOPMENT MANAGER Summary Seeking an Account Manager role that offers a vibrant workplace where I can use my 13 years of account management experience. Highlights Trained in business development Accomplished in relationship selling Proven sales track record Recruiter training Sales management Team leadership Sales coaching Accomplishments Aerotek Top Producer in the Midwest in 2007 and 2008 Devised successful recruiting plans for multiple clients cementing their positions as cornersto,"1:sales account manager [http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d] (alt_label,0.9500) || 2:chief executive officer [http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2] (alt_label,0.9500) || 3:chief operating officer [http://data.europa.eu/esco/occupation/c64a6e4e-5b38-4f93-b26d-aded817aeaf3] (alt_label,0.9500) || 4:bank manager [http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce] (fuzzy,0.9200) || 5:business analyst [http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed] (fuzzy,0.9200)",,http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d,,
37521676,BUSINESS-DEVELOPMENT,success,"BUSINESS DEVELOPMENT MANAGER Professional Summary Seasoned business development professional seeking leadership position with increasing responsibility and room to contribute to company success. Accomplished Business Development Manager with innovative leadership style and expertise in brand positioning strategies. Outstanding sales, marketing, business development and account management talents with great influencing and communication strengths. Personable team player able to relate easily to p","1:bank manager [http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce] (fuzzy,0.9200) || 2:business analyst [http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed] (fuzzy,0.9200)","1:integrated circuits [http://data.europa.eu/esco/skill/2b9f4584-da2e-44e2-a2fb-4dd4fc64c1a2] (alt_label,0.9500) || 2:procurement of ICT network equipment [http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74] (alt_label,0.9500) || 3:write technical reports [http://data.europa.eu/esco/skill/941364b9-1375-4add-9889-d67bae99bc8c] (fuzzy,0.9200) || 4:Computer Assisted Language Learning [http://data.europa.eu/esco/skill/b8df1689-6763-437d-bfca-fe03d43f36c3] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/754ce08f-b4d9-4b9c-b9d2-06f15258a3ce,http://data.europa.eu/esco/skill/2b9f4584-da2e-44e2-a2fb-4dd4fc64c1a2;http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,
39295103,FINANCE,success,"FINANCE AND ACCOUNTING SPECIALIST Experience Finance And Accounting Specialist , 11/2005 to 11/2017 Company Name – City , State Collaborated extensively with auditors during preliminary and year-end audit processes. Reconciled financial accounts using Innoprise software. Assisted in the implementation of Innoprise and Water software. Managed all payments processing, invoicing and collections tasks. Processed invoice payments and recorded information in account database. Increased customer satisf","1:accountant [http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897] (exact,1.0000) || 2:financial controller [http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd] (alt_label,0.9500) || 3:accounting analyst [http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6] (fuzzy,0.9200)","1:customer service [http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc] (exact,1.0000) || 2:database [http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576] (exact,1.0000) || 3:augmented reality [http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290] (alt_label,0.9500) || 4:identify necessary human resources [http://data.europa.eu/esco/skill/b22e46d7-1c5f-4837-943f-7f75531acc26] (fuzzy,0.9200) || 5:accurately estimate work hours [http://data.europa.eu/esco/skill/bd556223-d9af-434b-a6bf-e70fa3ed3d12] (fuzzy,0.9200) || 6:use spreadsheets software [http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be] (fuzzy,0.9200) || 7:use microsoft office [http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535] (fuzzy,0.9200) || 8:Microsoft Access [http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e] (fuzzy,0.9200) || 9:use word processing software [http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330] (fuzzy,0.9200) || 10:human resource management [http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba] (fuzzy,0.8000)",http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc;http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,
41152404,BPO,success,"TEST ANALYST-INTERN/CONTRACTOR Profile 3+ years of professional experience in Software Testing. Experience in working with Agile Software Development. Strong scripting skills with good expereince in test automation. Expertise in Manual and Automation testing of various web and mobile- based applications. Good programming skills accompanied by excellent analytical and problem solving skills. Hands on experience in preparing Test Plans, Test Cases, Automated Tests and executing the same. Proven ex","1:test engineer [http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e] (exact,1.0000) || 2:call centre quality auditor [http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b] (fuzzy,0.9350) || 3:chemical tester [http://data.europa.eu/esco/occupation/a8ccc522-f57d-4800-a821-2e5c910e8301] (fuzzy,0.9200)","1:C++ [http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f] (exact,1.0000) || 2:C# [http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a] (exact,1.0000) || 3:iOS [http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc] (exact,1.0000) || 4:statistics [http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833] (exact,1.0000) || 5:Android (mobile operating systems) [http://data.europa.eu/esco/skill/d8829a1d-dbde-435b-b921-29d6462f35c9] (alt_label,0.9500) || 6:SQL Server [http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead] (alt_label,0.9500) || 7:Java (computer programming) [http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389] (fuzzy,0.9200) || 8:JavaScript [http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7] (fuzzy,0.9200) || 9:execute integration testing [http://data.europa.eu/esco/skill/ea412de3-9d7a-4943-8d8c-c6d3c7495d0e] (fuzzy,0.9200) || 10:levels of software testing [http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d] (fuzzy,0.9200)",http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f;http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,
